Score,Genres,Name,Description,Image_url
6.19,"['コメディ', 'パロディ', 'ロボット']",機動戦士ガンダムさん,me adaptation of the 4-koma manga Mobile Suit Gundam-san .,https://msp.c.yimg.jp/images/v2/tpvPBYOX1wpNVI1UoNSgEhTE4r-P1zIPnk5XSEygk-1BgEsrJBk-0wrBFr9ejZMGP5deB3zGJX6w0cvXUTqjFvUMohzFjxsUtKvfqUdhQ0qAQoZS0yY8OiztkD6wFCZDpp4QeLJJv_8FCsuGuzwPF6DwLtWor8vl9ORLFPI_f3hX1u2iwAOsIsHyqnSzxCZhp2Ds3uE8hfoY2BweXU27xOXZZeemOrFy2rI1BnDMxnyxUTkRiWduXtKlC5_Aq3wHg2TUWon14TQrPwboFlQOaA==/key.jpg
7.4,"['アクション', 'ドラマ', '青年']",GANGSTA. ギャングスタ,"Nicholas Brown and Worick Arcangelo, known in the city of Ergastalum as the ""Handymen,"" are mercenaries for hire who take on jobs no one else can handle. Contracted by powerful mob syndicates and police alike, the Handymen have to be ready and willing for anything. After completing the order of killing a local pimp, the Handymen add Alex Benedetto—a prostitute also designated for elimination—to their ranks to protect her from forces that want her gone from the decrepit hellhole of a city she has come to call home. However, this criminal’s paradise is undergoing a profound period of change that threatens to corrode the delicate balance of power. Ergastalum was once a safe haven for ""Twilights,"" super-human beings born as the result of a special drug but are now being hunted down by a fierce underground organization. This new threat is rising up to challenge everything the city stands for, and the Handymen will not be able to avoid this coming war.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGxuQACxqi0fkbGNWy3I1FNV8zBtdnD7V7tOi0OtawnBdIRcl5vUjWn5W9MG8-P9TrTMwqx4j6JcYDIcqw_MaPg6u29AZ03Swm8z4wLRNpxe4DZhyb9nH9M4Fkte9iWk5hX6t2ZL4kOR3t36OnM_zc132QmXzo2cBbv0N2jJ_RYN_wbhbEf8h3zZKlFm6tifEuIUH3TFtrLvQRWk63MCojrVUBkGTD2CUS-qrzAGI7Z1w9YDOB6c2a-Hqv-4fKc71sg==/maxresdefault.jpg
6.4,"['アクション', 'ドラマ', 'ファンタジー', '魔法', '学園']",空戦魔導士候補生の教官,"Years ago, humanity almost got wiped out by huge magical armored insects that had become too strong and aggressive to handle. Because of these giant bugs, humans do not live on the earth anymore, but in floating cities instead. However, this does not mean that everything is lost, because the wizards from prestigious floating wizard academies are fighting these monsters. Kanata Age is a young man now labelled as a traitor even though he was once praised as the ""Black Master Swordsman."" He gets a chance to repair his reputation by instructing the team E601, which seems to be facing some difficulties. It consists of three girls, Misora Whitale, Lecty Eisenach, and Rico Flamel, each with problems of their own. It appears that Kanata will get in deep waters more than once because of them...",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FfT17QacucLPB1ecoh5RAsebQ0Jo4eLZ_33rxEy6acFg9pI6csD9TiLhRPIS9VO4-IwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2YEsZhkvzlvsEHxDlXb-F3n0Db6BrPWrpU9yQ6FUxBu_6ilKTdtfHyOo3QbejWla-y-M44ge7xBT9PaLYV5yy9/20208_1_9_8b.png
7.76,"['コメディ', 'ドラマ', 'ロマンス', 'ボーイズラブ']",純情ロマンチカ 3,"fter living together for three years, Misaki Takahashi and Akihiko ""Usagi"" Usami's relationship has been progressing smoothly. However, all great relationships have problems, and theirs is just beginning. With a new rival on the horizon, Usagi worries about Misaki's feelings towards him. Meanwhile, Ryuuichirou Isaka has always loved to intrude on Misaki and Usagi's love life, but his own love life hasn't been all smooth sailing—Isaka and his secretary Kaoru Asahina have been dating for a few years; however, Asahina prefers to keep their professional and private lives separate, often leading to troubled waters between them. As for Nowaki Kusama and Hiroki Kamijou, now that their careers are finally taking off, they hardly see each other anymore. With the time they spend together lessening, doubts and insecurities threaten to creep in between them. On the other hand, the 17-year age gap between Shinobu Takatsuki and You Miyagi has been a constant barrier in their relationship, but as they learn more about each other, their self-consciousness continues to fade. The beloved couples of Junjou Romantica, Junjou Egoist, and Junjou Terrorist are back again, this time with a new addition: Junjou Mistake!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2UiSatVCCtcIPJBr3Fd1KNzEan4Ip2r58Y9Nu6yedvtxKMURukkaz0FYmscFFxnhOmlMGFUTMb_1hUwYRbB89dfpWQtc-y889KOxbj01Oxy3hMJerfbEJ8Ze7J2BssBthJSZit7EMMtniJlcbVCbBO9CG82speelBRYA5d5OvipSQKFyucHvGvPyVtGpZGKxKGc_GuKUFhZxhpjbvVHEvL-0b4Be6loU6rJBSjwdXVy6_leGJd5sLClC5zU0gbE65qWXLqaIVC6-gZc5SAv_BVRKN-jQBFobjD1Mk-mD2i6k79WtO4d6Fl6exs-7HSJsZTTSJJhyASMzU1tcwXUVJAkKIVKCqKvLtZNg9bErha9o8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqtbynu_yD8_RbE8ihcwXHdzwZPpT0HFiRiHgnQ_biQZ22ISxkkf8bNquHm8aCjd1ALRqK_eoyMWbWDaxsznlCwU=/uUzvQ3lML_bkIqyakc1vFs5m5vWpmdnzwFmHSWX0ZqpavD46mtwj6zjjULrALg-9ckbs4n9Q_vkpC63ptYQDNSzVKE7MyoBm6X4b5BuyBgm0_LY3x3koLR5uUC1Q1HnpmYLN5BwkI1uw4Dr7n8paJkdh9rIj-m-rp7a8FIY11reOn2u6oKzrN5SM2yg6-rT_MVuiefq8mz53qvJ8q6Lwynk_zhR3yBkiwwLOuKN-vaM
8.03,"['コメディ', 'ロマンス', '青年', '日常']",ワーキング!!!,"s the stories of those connected to Wagnaria come to a close, only one thing is certain: the workplace is about to get crazier than ever before! Whether it be incredibly awkward romances, relentless searches for lost relatives, or even uncomfortable family reunions, lover of all things cute and tiny Souta Takanashi and his motley crew have plenty on their plates. With more Napoleon complexes, androphobia, and katana-wielding than you can shake a frying pan at, Working!!! delivers a final serving of the staff's hilarious misadventures working at everybody's favorite family restaurant.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7o9yO1EC_hEffb4yIDcvatF29XouXG1_DvHqgyiE0lAmUN5-MZ9WxcxBIEUaBnhdUMEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN0tV6iuA0P_aylVFPBL-HS6InhVbWyc-zGvdSP4g2lzk8WDv8xC7p0-FW5WAvN_Aoumx8KjADODbNB8PtT-4ovz/10876_1_d2.jpg
7.25,"['アクション', '日常', 'コメディ', '魔法', 'ファンタジー']",Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！,"Based on the Fate/Kaleid Liner Prisma☆Illya 2wei! manga by Hiroshi Hiroyama, which is a spin-off of the Fate/stay night erotic visual novel by Type-Moon.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-Fcrd_r8OtR0_vmTGAuTQ3sibQ0Jo4eLZ_33rxEy6acFgVsoQQ-GogsTRIdaTgvtPPowQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2yIggKqkLwx4Tzs6JstZViD8hYWtYy37gDwgsMc1fOUX2hazf59Qqqxzt3Q5_L1TSiMd1gxMX6EvrwgjWKMQyY/20207_1_9_8b.png
7.3,"['アクション', 'ファンタジー', '軍事', 'SF']",GOD EATER,"The year is 2071. Humanity has been pushed to the brink of extinction following the emergence of man-eating monsters called ""Aragami"" that boast an immunity to conventional weaponry. They ravaged the land, consuming almost everything in their path and leaving nothing in their wake. To combat them, an organization named Fenrir was formed as a last-ditch effort to save humanity through the use of ""God Eaters""—special humans infused with Oracle cells, allowing them to wield the God Arc, the only known weapon capable of killing an Aragami. One such God Eater is Lenka Utsugi, a New-Type whose God Arc takes the form of both blade and gun. Now, as one of Fenrir's greatest weapons, Lenka must master his God Arc if he is to fulfill his desire of wiping out the Aragami once and for all. The monsters continue to be born en masse while the remnants of humanity struggle to survive the night. Only God Eaters stand between the Aragami and complete and total annihilation of the human race.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGx5cm8knTLo61O84kVTxOan841a30-aIJSoqkmlQNsP4wKtrcdyJgoNspu0aGJ-Yg7SCyx_ha9NuuSDnb_ki57_XGJbkuVLD8wmgZ4fJvxI2LAHD5JCjpiUOTODuec_HAUqziG--IQu9-QD00MHIee-5yBl7y-V295AXd9OmbSTfCHT4POPSzuaXzIUQYTX30lr1J6YTJOwWUXCQ_j-vDvimFS1u6vKauZ90I1PwIYJ5ZRcsgsODioFcaCJ6VGKRHPE-S2FpqIMuPa2PDWrqAI8=/God_Eater_poster.png
5.69,"['日常', 'コメディ', 'ロマンス']",ANISAVA,"lcome to the concrete jungle, where it’s a struggle to survive among the animals of the city. Watch Jake the bear, Jenny the cat and their cast of slightly crazy friends as they live, love and try to stay sane in a wild world. (Source: Official website)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGwQa1VWV4dzD1y5Krk1_8ixmNNZ20pyBo1sjkUbUEOo0A6s14OAcgDwDtTc-_Vaae_F6SRVIsJ_NbxYiLv_-eMn-jO3iN4wLtyHYDxKaqgBiTiurRrSMZew9xAniFKagn3s3dayHIEhnZSuj5ftsZtsXBFnpVVfxQRCPKrJB8To82ykQ2rEpvTaCJDdp6T_sJlk3sXNssWfbeM5gxcaumzKyQE5Kq759nN41PhQTbO6p/142344.jpg
8.01,"['アクション', 'ミステリー', '超能力']",デュラララ!!×２ 転,"In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone’s favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FcqqoOFLRthN5MjmooG1OgabQ0Jo4eLZ_33rxEy6acFgMc3CJsGdllNKTwzik1KLFYwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K1SFY8yiQKCMHj85EOuNusRw7naphrdNIO77W5qj05dBFdKKf_9juOmkD3w6ARgBOX6UXCaOtRLJXcF87_ZYjDV/20165_1_9_8b.png
7.21,"['日常', 'コメディ', '超能力', '青年']",城下町のダンデライオン,"The Sakurada siblings live a normal life in a typical Japanese household. Well, that's what their father, the king, wants for them at least. As members of the royal family, each sibling possesses a unique ability, and over two thousand security cameras have been placed around town to make sure the children are safe and sound. Moreover, all nine of them have been designated as a potential successor to the throne with the decision that the next ruler will be selected through an election. However, for the timid Akane Sakurada, the third eldest daughter who wields the power to manipulate gravity, all of this attention is a complete nightmare. With all the cameras constantly monitoring the candidates and even broadcasting their actions on the Sakurada-dedicated news channel, she decides that if she becomes king, the cameras have got to go. But just how will she convince the public that she is the most suited to rule if she can't even overcome her own shyness?! Election season is in full swing as the search for the next king begins in Joukamachi no Dandelion .",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FTtdqAacbIJ4o6pPuxWovqs0WQNmy_u4A8W_sMLqoD2b1KQIpr3cjg45UJpqrKASfc8lBV97Sf9hWzkUrnw0QBahcC1KAZX6XJPpTppXY__GDP0A9T_qO2D4BVI35_Ljsdn5-tijhvRY18nvB4dPicawbQukpAO96dYxg3MSCbMYXy66NvAeQPlxjyiPwEyMkEJpzaDCmUKGL8c6U-XXP3oU0EG80NKeHGlpMmkhC6Pe/20163_1_1.png
7.35,"['アクション', 'アドベンチャー', 'ファンタジー', '魔法', 'ミステリー']",六花の勇者,"ancient legend states that with the revival of the Demon God, six heroes—the Braves of the Six Flowers—will be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave. Rokka no Yuusha follows the two as they embark upon their destined journey to fight the Demon God, intending to meet up with their fellow heroes at a small temple outside of the Land of the Howling Demons, the fiends' domain. However, when they finally unite, seven heroes are present, and soon the others begin to suspect Adlet to be a fraud. Now on the run, Adlet must utilize his unique skill set and wit in a fight for his life to identify which member of the group is the true impostor before it's too late!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FfNviV7bRPnWJN49cEOdWi2bQ0Jo4eLZ_33rxEy6acFgzjqqSeyAbqqpXe2O3_R-bYwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2n4wgB1on0eGLrDavp-CurDkFAGo0jSoCKXpKFvewUPWcaLUR-TGK0lTRn7vgEvIdrnFh5oVt1zpDPACzt5aRG/20169_1_9_8b.png
6.61,['ミステリー'],乱歩奇譚 Game of Laplace,"fter what appears to be just another ordinary day, middle school student Yoshio Kobayashi wakes up in his classroom to make a terrifying discovery: his teacher has been mutilated, and Yoshio happens to be holding the weapon used to commit the crime. Despite the initial shock of finding himself in this predicament, the curious and detached Yoshio can't help but be secretly thrilled about this attempt to frame him. His put-upon friend Souji Hashiba is turned into a willing accomplice, and together, they are determined to prove Yoshio's innocence. Additionally, Kogorou Akechi, a genius high school detective, has come to the scene of the crime in order investigate the case and when Kogorou meets the young man found guilty, an intense mutual interest sparks between the two of them. Kobayashi wishes to enter Akechi's world of crime solving as his assistant, and Akechi is determined to see if the enthusiastic boy is up to the challenge. Ranpo Kitan: Game of Laplace is a surreal mystery and horror anime that contains brutal and bizarre crimes, loosely based on stories written by Ranpo Edogawa, who is famous for his influence on Japanese fiction.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FSk-IQV7ZmUr5Lr5jVJg91gKFr8f-w_kem5d6oR2-qJ-8X7gtnTjKHeXAeL8Hk65wcEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN30S6CupXFavPiJMDSHGvYPo2SCYmIKWRaLUH-Iz4MHMGd4Gz7OGZKFidHqHa-xnBjlZODJyjnFZU2xfhLa-aDu/20168_1_d2.jpg
6.66,"['コメディ', 'エッチ', 'ロマンス', '学園', '少年']",おくさまが生徒会長！,"Hayato Izumi is running for student council president. He's studious, responsible, down to earth...and completely outmatched by his rival, Ui Wakana. Ui wins in a landslide after promising comprehensive sex education, free condoms, and other exciting reforms. Bloodied but not discouraged, Hayato licks his wounds and settles for vice president. Then Ui moves in with him. As it turns out, their parents made a drunken promise decades ago that their children would one day marry. Ui and Hayato must now balance school life with matrimony, keeping their relationship secret from a prudish student body and learning to live with each other. Can they keep the student council in line and find happiness together? Find out in Okusama ga Seitokaichou!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGxuQACxqi0fkbGNWy3I1FNWTnkz9-DdYxCBi1o-by8nhMoMbFGrpaJcKZ0k78rt_kzMwqx4j6JcYDIcqw_MaPg6u29AZ03Swm8z4wLRNpxe4DZhyb9nH9M4Fkte9iWk5hX6t2ZL4kOR3t36OnM_zc12vbCU_lwIyZoAI12AL1yDb46svrDcDAdp-OYu9V2ZvSQndMkvjk27eYVbYCFCGC6TN6hW0zyOQX-5Pv6N9s0C4FNBBvNDSnhxpaTJpIQuj3g==/maxresdefault.jpg
7.17,"['コメディ', '学園', '青年', '日常']",干物妹！うまるちゃん,"People are not always who they appear to be, as is the case with Umaru Doma, the perfect high school girl—that is, until she gets home! Once the front door closes, the real fun begins. When she dons her hamster hoodie, she transforms from a refined, over-achieving student into a lazy, junk food-eating otaku, leaving all the housework to her responsible older brother Taihei. Whether she's hanging out with her friends Nana Ebina and Kirie Motoba, or competing with her self-proclaimed ""rival"" Sylphinford Tachibana, Umaru knows how to kick back and have some fun! Himouto! Umaru-chan is a cute story that follows the daily adventures of Umaru and Taihei, as they take care of—and put up with—each other the best they can, as well as the unbreakable bonds between friends and siblings.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FWUfswbYBA72naSurItPI7mbQ0Jo4eLZ_33rxEy6acFgcS7bA1H3EFSqZ8t0a91YHYwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K07e5io_h8__gQvDQkLEU1808cwxlg8J4B6vuG9p_4YcYXj_znRZ27E7fDipqn44rQVOmB1yGOU6quWULF_7VTB/20217_1_9_8b.png
7.74,"['アクション', 'アドベンチャー', 'ファンタジー', '軍事']",GATE（ゲート）自衛隊　彼の地にて、斯く戦えり,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion. Three months after the attack, Youji has been tasked with leading a special recon team, as part of a JSDF task force, that will be sent to the world beyond the gate—now being referred to as the ""Special Region."" They must travel into this unknown world in order to learn more about what they are dealing with and attempt to befriend the locals in hopes of creating peaceful ties with the ruling empire. But if they fail, they face the consequence of participating in a devastating war that will engulf both sides of the gate.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FT92C41FF9KyUcU6GQ-6SpCbQ0Jo4eLZ_33rxEy6acFg1K49-RkwZA8PuFFzCKStGIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K18zy0amh8mA16oUbP5Kf0aUbq3L9iza0aj4qN-kHYcFLK2Rpr0a5uZmPaysMIo8S-KBxPefIkvGnyjDhiAWU--/20944_1_9_8b.png
7.51,"['コメディ', 'エッチ', 'ハーレム', 'ロマンス', '学園', 'SF', '少年']",To LOVEる -とらぶる- ダークネス2nd,"The dispassionate, transforming assassin Golden Darkness returns to peer deeper into the mysteries surrounding her new life, while a sinister Nemesis manipulates her younger sister Mea from the shadows. Along with their newly discovered mother, Tearju, this previously estranged family quickly becomes the center of everyone's attention. On the other hand, Princess Momo's Harem Plan stands on shaky ground amidst Rito's inability to confess to his longtime crush Haruna, who has grown feelings of her own. But things aren't as peaceful as they seem; an evil force looms amidst the innocuous commotion, threatening to eclipse the love, happiness, and friendship of Rito and his harem. Only the light of love can hope to banish the shadow.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG6CX7bFaQ6O-4GUHsIE4EGw6vO4GaTYEH8nykEYVvkLjG72qI5_1ujYgwrQQ5oWCXq2J4fKzALhmmFcJaLh4l17oDCwDrOLOy29wIf-6YwO57M8wm2RDU82vmIFN1Pv4RYVsWppXN31FUKYPTlY68-0UMdFe7X7o07KLkKqviYPiGk7Z1olRbzJnj0EY3vHGY2slKtKyvjhoO3aE6w1G-gZM3iFk3HtULmD-YM9Gd3AnEulCFEIpt7nyq8dzirObMUEvQsIFF8Ex4TvRButcTgk=/90832e83aff128da8b53721edcb40b8c.jpg
7.77,"['ドラマ', '学園', '超能力']",Charlotte（シャーロット）,"hile on the surface Yuu Otosaka appears to be just another charming and intelligent teenager, he has a secret—he has the ability to slip into people's minds and fully control their body for five seconds at a time. Yuu has been using this skill for years to gain the highest grades, which allowed him to enter a prestigious high school. When the enigmatic Nao Tomori catches Yuu using his power, she coerces him and his sister Ayumi into transferring to Hoshinoumi Academy, a school for students with supernatural abilities. The student council of the school, led by Nao, is tasked with secretly tracking down adolescents who abuse their powers. Yuu is forced to join the student council and together, they face formidable challenges that bring him closer to the shocking truth that his own, seemingly incomplete ability, might be more powerful than he could have ever imagined. An original story from Jun Maeda, creator of Angel Beats and Clannad , Charlotte explores the supernatural lives of these teenagers and the price they must pay for being special.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGxhiYSJF3S4FHTm_Jj2o0FQx5waegvevaA5Xa_t6kWusJHYYpLxhdmkZ9VweG2_6LYE91IaD1uHLlJ29z-Sz0rSnGTpN24P6Y4uT4xKyxRFmuZaeGRigcNFfUnqf_uqN7XJezuOU3mWoOMB-6PsaJ4fZFX7FHoC0im0byMRPS4K3xREYbaEND6ouOa5EzGSbcIM1dZWK3kyMbFR2zUk7jxvUP7XKb2A7WlfPuAZ1dwpOWnqfB_VbYGmbnytFnTAOOw==/kv_02.png
6.59,"['コメディ', 'ファンタジー', '日常']",うーさーのその日暮らし 夢幻編,"The zany and cute-but-crude Wooser returns for another season in Wooser’s Hand-to-Mouth Life: Phantasmagoric Arc! Wooser is a creature that only cares about three things in life: meat, money, and girls. (Source: Crunchyroll, edited)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2UiSatVCCtcIPJBr3Fd1KNzEan4Ip2r58Y9Nu6yedvtxKMURukkaz0FYmscFFxnhOmlMGFUTMb_1hUwYRbB89dfpWQtc-y889KOxbj01Oxy3hMJerfbEJ8Ze7J2BssBthJSZit7EMMtniJlcbVCbBMHo7-2PHc14Ezs_huR-v4QndmZS1SAwiWyDBXy1f6gezMk0DTwy7j95v9upxijDPOx7uAttluHZS48CWZiklfvCbBHzWKGqlN8SYvA6XPcTnsZa-UoJzH2rRiCkfbq2crgd6sApsBta23iXiMS1rjbUaDQzySTcZK2ZIL3lFCln93Va4onvDNCEsdtLFjomnMgMCuBFxgaCx-rr7JfV0q0o8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqkWFlXSuLojT_5tysD-0yYt9gsxbmvEdp6jjQIYZJPYLCDDzHP4gIPhWNwT_ReFnjTBUrAt88_GRdHyN4BOQd7g=/uUzvQ3lML_bkIqyakc1vFs5m5vWpmdnzwFmHSWX0ZqpavD46mtwj6zjjULrALg-9ckbs4n9Q_vkpC63ptYQDNZD-5N6LqU41ZT_tuiR_fm72EoiivRP1T7yyuI_N9AvmCX0FPAf7qKrxUEJB2yLd8NFWKfNsmg1v_4loALckBNDeNN7smQJ2GCewkuTDMUc5y91PbsrtLchseDmzraU1B64HgyRHeTNjX7GCI3AK3Ko
7.05,"['日常', 'コメディ']",それが声優！,"Dreaming of becoming a top-tier professional in the fast-paced, competitive world of voice acting, rookie Futaba Ichinose frantically scurries around, searching for auditions and performance sessions. Rubbing elbows with some of the biggest names in the industry, she tries to find her own unique voice and style. Along the way, she befriends two important allies: Ichigo Moesaki, an aspiring idol who claims to be a princess from another planet, and Rin Kohana, a cheerful child actress who tries her best to balance her career and school at the same time. Together, the girls brave the ups and downs of the entertainment industry—but as for Futaba, whose performance assessment at her agency is just around the corner, her career might be over sooner than expected! Sore ga Seiyuu! is a humorous and sincere celebration of the industry that gives anime its voice.",https://msp.c.yimg.jp/images/v2/tpvPBYOX1wpNVI1UoNSgEpCSfkrrwWJ78UGVM9-id-076LwFnOliHADxg3Bkh3NtE-lY9U7HD3y88j62hVv3nkh5RSWziGE1B-hk_fXsXR6nGTpN24P6Y4uT4xKyxRFmuZaeGRigcNFfUnqf_uqN7XJezuOU3mWoOMB-6PsaJ4fZFX7FHoC0im0byMRPS4K3gjc46E7VhIKY6JnKMH1GRgXQ-DjN2BQ-phxwaqNRrfzNQ7jaYnmafK9KF5vPHxmMDHcT5ljm17tCKfFNB94DJg==/og_image.jpg
5.79,"['アクション', 'ミステリー', 'コメディ', '超能力', '超能力', '格闘', '青年']",タブー・タトゥー,"Seigi, a martial arts trained middle schooler, often feels driven to protect the weaker people around him. One day, he defends a homeless man against some punks, and the man gives him a strange tattoo on his palm in return. The tattoo is a secret weapon produced in the arms race between America and the Serinistan Kingdom. Seigi finds himself in over his head when a powerful girl, using the same secret weapon, violently pursues him in order to retrieve it. His skill at martial arts may not be enough to keep him alive, but will he be able to learn how to trigger the power of his tattoo in time? (Source: MU)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG7Bt91yqsdZ0KouX7CwFWpzLrMvW6Zpk23_YlDmL-dzvlVfoXFIKEyGedKKvfB9CW4b_rj5sY2hiWWvDGPBS-Zui-XMhGRXCqcmyq0k7EnkoeVEbheAcEYUAo78rBy_bqSwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199Jn8QAKHUQz6PCGzBU7roBrav3XF6UkjrWw_bqqu60Q7H29Jq-_dihIoEYD51VWhi2gDeRDmK_7y_G1HTr6MIb_/5d550b03446d3_8601ab71dc258ffa9a56f0979a625403.jpg
6.91,"['コメディ', '超能力', 'ロマンス', '吸血鬼', 'ファンタジー', '学園', '少年']",実は私は,"One day after school, Asahi Kuromine stumbles upon the truth that Youko Shiragami, the girl he has a crush on, is actually a vampire. According to her father's rules, Youko must now quit school in order to keep her family safe. However, Asahi does not want her to go and promises that he will keep her true nature secret. Unfortunately, this turns out to be easier said than done, as Asahi is a man who is easy to read and is unable to keep any secrets to himself. And this is the only the beginning of his troubles—more supernatural beings enter his life, and he is forced to protect all of their identities or face the consequences. Jitsu wa Watashi wa follows Asahi as he deals with his new friends and the unique challenges they bring, struggles to keep his mouth shut, and desperately tries to win Youko's heart in the process.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FWu2Yg8dj8Yhzq9cqByUaTubQ0Jo4eLZ_33rxEy6acFgR5xq5zAGtyxStyv3sZ_oS4wQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K28LwKRSs3jNtNUCRTSr_woUIVxOqYM3of4JwGqKVohIhArheFAIVyj3yBw5yBKVKbnVcdq6c6Q23isO_y6OadD/20226_1_9_8b.png
